x,y,value
3486.2660793368013,8359.052587530543,89
3341.154387027031,9231.874639353371,61
3494.522666681357,8896.786851142082,51
4203.102247324662,9253.072965275507,60
3909.7767433034674,9433.252904690426,93
3480.521086590106,9280.518859587655,77
4002.034905030303,10233.376831334535,67
3793.9399631476454,9670.515446400323,62
4229.72368374007,9657.380243904576,86
3394.3746415349488,9818.246636120863,71
3581.570115174741,8937.726505208777,61
3549.347111907546,10026.698957809296,51
3013.6437144075658,9469.260920831432,86
3893.461327005913,9842.383372719769,56
3875.92882456357,8971.214447579085,75
3747.9579167948555,8730.26368109113,75
3628.107621786052,9916.087893111677,73
3037.715817448418,9695.34782714792,61
3535.0785270909455,9056.117286920407,65
3574.0439302102404,9072.311523461814,72
3344.262553862816,10069.860456306547,89
3664.7583326406207,8912.437117665499,58
3947.4266168808945,10328.479540727143,81
4688.49413907889,9056.832696775227,64
3832.6900948895445,9826.339026903353,86
3874.176383835007,9342.833826224669,62
3708.1782305905417,9808.736779640334,54
2786.0155808241043,9235.086063042067,60
3732.1442507490165,9425.746611063016,59
3775.5162934441382,9527.602651797022,62
4977.022244716269,9006.049336208425,90
3649.2207060830638,9877.555236809225,95
3896.1748596404314,9250.536280863369,99
3728.0453036210033,9392.843106429153,64
3161.062169663859,9009.968376794906,91
4316.812595731135,8225.976234701508,56
4121.367704817012,9411.629182799077,89
4140.9171619951485,10713.45077490562,77
3290.7074610762556,9899.445208048173,81
4446.798343941675,9497.512874231965,84
3044.475657077485,9375.697649495029,64
4038.8297353737603,9518.376010505186,97
4840.629001378615,9780.702621686767,85
3250.133025908281,8916.73665644474,70
3462.252323672239,10064.303911433599,55
3795.226871017446,9864.833721819785,50
3493.6633614155253,9866.23592695313,53
2970.0694729405586,9726.380933504026,60
3779.6826758766388,9516.951392946157,93
3214.249331610573,9843.573682082571,75
3982.197403791216,9803.05013096985,86
3285.6890713567236,9330.12270862865,72
4520.368390982395,9220.342177650711,78
3353.7745423055067,9558.071211730155,70
3584.3704303707873,10281.653139846756,97
4152.15979715846,8887.589526272212,94
3129.9690302566473,8773.380431222942,94
3859.13115577569,9589.52348471742,98
4398.972565614839,9532.586915027172,76
2941.6595711930113,9593.813896284366,88
3837.718117739777,9629.119663053412,89
3875.3425855978367,9395.54193678176,62
4136.31262436228,10252.074783400203,72
3126.9258330345842,8706.691074860904,65
3085.1728819314867,9092.89455170904,79
4006.371971282074,9455.515684024638,53
3893.893525090218,8685.548658522079,89
3870.6476136465635,9419.215861883127,65
3918.6252932221128,10337.87814696317,80
3405.3888276843795,9517.586308247142,91
3861.528037054127,9622.493516958504,74
3891.9374251229656,8877.060681512872,93
3388.2254794604414,9198.962360079424,61
4678.288444046004,9319.544873937193,75
3982.317648929519,9348.285515721045,86
3149.7494398723006,10147.964961601047,97
4073.67799279054,9785.988594461724,82
3258.060353359964,8951.414085630646,77
4138.943490344851,9630.395453315165,58
4324.698977977327,9756.253938347554,61
3335.0600292977697,10077.217583359796,54
4227.089253095786,10297.413407383348,77
3951.791651941874,8999.595968185227,84
4156.43126847087,9101.714308493993,54
4693.797679800598,8878.354134641853,83
3622.70713047219,9390.133134545671,95
3368.5331062948803,9740.32225132233,83
3300.6439736608636,10000.810322393712,62
3337.496045990906,9469.1675522779,88
3706.850333766573,9347.21930247174,91
3915.977175881947,9583.022060223533,94
3883.7465881386347,9089.57161328415,97
4158.992812991637,10551.91242494655,63
3751.9021344125786,8703.312550540133,60
4472.168227052283,9599.513353547025,91
3613.072771854647,10518.94617371398,87
5105.4857717684345,9510.542986379161,53
4058.2348623561284,9412.123546598415,82
3316.822410265484,9328.42035269395,56
3209.9549394430687,9416.947223217958,90
3986.637396095218,10193.567301437428,57
3633.6697958106997,8401.212108434409,86
4102.401435519671,10273.859914747325,59
3982.0200007603976,8795.16448787409,92
3708.986732145189,9373.816899481955,64
3322.0043294394227,9292.52085394983,87
2987.977576130693,9801.419698984522,64
3522.1437124401145,8708.080888157288,54
4173.600585635361,9738.229397140134,78
3852.448060538727,10519.297875742588,68
3122.531799117631,8825.556061802758,59
3831.991651399216,9601.99614790436,61
3938.0598783380433,9176.151975200857,53
3303.4724703730585,9720.08666719568,80
3822.263741446389,9516.716952807039,67
3774.505547696625,9186.399609577007,65
3173.9160395583135,9751.0792065347,89
3924.2948686477666,10409.317118992534,85
4025.7934516577425,9411.691168235513,74
4286.9268100612635,9867.022035173253,72
4272.3022144910765,8860.50658516358,61
3056.5665044950797,9028.924875690158,83
3276.4886685160636,9743.346203039351,85
4002.918822077955,10249.201078367145,86
4002.2941639297296,9684.949738491992,52
4002.925031626649,9350.614048837584,58
5671.7669338009855,9506.78876681084,67
4030.8464438202086,8881.939197114303,92
4313.184008563924,9809.400727276845,84
4222.402070220226,9948.309595260867,83
4071.096814126524,9281.097897682623,90
3587.7665661534525,9272.121990219412,63
4124.885798720259,9640.082178925186,53
3358.988581204839,9288.783196078864,78
3626.9918851036205,9474.076756786251,90
3502.7194145590734,10557.00395868242,94
3786.3382581667865,9383.630213726165,99
4902.73047181038,9327.972988088552,64
2811.768592177751,9183.372161281583,77
4088.531283660882,9879.239049849131,91
2939.043252878799,9416.53097749011,65
3509.4352555789083,9182.45654493845,61
4289.876486957308,10167.795080235668,54
3777.5411980213566,10216.94456635598,83
3206.528799508972,9206.93128122981,91
3387.749333843641,8573.873088418854,50
4085.200062940963,10010.899909017624,88
3380.217872615057,9164.82815121916,81
3853.6304832646124,9902.455863680547,75
3768.187108425532,8522.091155243244,66
3419.6010146707167,9953.441733248817,97
4817.373233136288,8901.557099458772,76
4062.3606996326307,9872.525123632424,73
2732.8298951448214,9514.27959801738,84
3838.628345858339,9030.17335440084,95
3414.507956089431,9303.624907635773,91
4171.617855871737,9850.302292577513,88
3349.140819257275,9560.090290656779,75
3688.0329677401755,9799.349554335404,98
3997.8948279638535,10495.363356356906,87
4178.278785558686,8725.022258243636,72
3145.252984945737,10315.749351583474,71
3578.150570553151,9559.32103286077,53
3507.928532893147,9057.751039937599,98
3418.736572186769,8841.986251229668,58
4628.128308614174,9412.582868710646,53
3947.892043954103,9967.968120061392,56
3114.9592113061026,9443.368503910395,72
4204.332162001013,10262.720529222835,51
4806.479286979942,8781.555219073383,98
4261.633818749198,9501.098590176134,73
2985.7162054966184,8880.946341892603,89
3503.2841520404995,9688.959005411645,80
4378.856763066937,9950.586759147813,96
3391.5664556642346,9296.762167258636,80
3967.3109025467393,8205.036135785595,96
4132.7182151882935,9606.61713749741,89
3281.9359526845838,9725.512339965917,97
3715.638510442725,9709.290441580011,92
2124.767518439089,10125.034160010238,83
3233.2073678064803,8971.616224274638,73
3619.117112777045,9847.251116824387,98
3121.5095974912,10103.39682033815,75
4561.606840439443,8617.849272095904,65
3030.3304994933087,9666.96897705865,96
3525.378945125133,9255.053148595327,62
3810.7714771166707,9466.38172754834,64
4466.037833006683,9680.98130586833,76
3027.470112883905,9263.528782042386,53
4326.983064551105,9169.289024518355,65
3750.5177189834185,9524.219272843175,79
3254.6468629496494,8963.520094667761,93
3976.4529256052606,8964.230499656569,79
3844.93103626036,9846.829705577413,85
3445.2927498942277,8932.746046519835,52
3780.3022309686344,9840.299314553768,71
3552.744390042745,9738.438710526138,98
3802.159861099249,8644.239699703863,71
4076.4665257341485,9168.360737931334,99
4538.409596546301,10104.197765622848,99
3126.4934390602007,9016.56029852932,98
4811.917875801759,9274.940932944468,61
2769.357288712374,9738.17351072511,70
3669.5086409558335,9898.83831874046,53
4039.5597917159134,9381.373621076915,80
3885.8971223411413,9208.387966753342,93
3434.051428563328,10218.327994948417,80
3641.3400632949874,10376.592895997952,72
3498.9007211442085,9996.57208949006,69
3450.718810001519,9549.802135381675,64
4170.202236984137,9103.010203278698,72
3923.908931456149,9091.92086082088,77
3398.946390843298,9768.40011673204,65
4195.201126190251,9716.342174543504,86
3899.05094891193,10207.942360572377,70
4151.832247893105,9832.368110367232,64
4060.2156094354314,8755.602913219253,66
3330.9036830125888,10033.116872960622,99
3465.3106683751403,9008.112750441956,86
4119.047991035256,9315.157428122986,62
4050.5863211903575,9632.24316722501,68
3734.950391491551,10504.976808991145,79
3804.0648801280163,11062.102342101842,94
4384.233636367838,9810.504593667254,67
3449.6154940557103,9415.544754738969,63
4018.949879058644,9774.395888339437,85
3644.304862256678,9950.97077703608,85
3636.560586860015,9346.809251320567,69
4294.78961446722,10404.748742055323,68
4158.10936296764,9622.178443694864,94
4152.156006473944,9756.014608644859,93
4398.14059205079,9840.105190126393,56
3755.9031092900045,9717.93636940639,93
4086.3776741211072,9926.613314333968,53
3590.267810176897,9198.5164708257,83
3907.4843647178463,9227.992187126147,51
3680.329661289783,8957.065947613315,54
3793.899170969984,9726.893679409275,59
4042.979701192082,9896.61131585522,81
3336.290846856889,9736.029497175105,91
4791.5948263163555,10344.389280772932,90
3242.392497723774,9504.345054684638,62
3138.306882079759,9841.513891895418,88
4324.456625223659,8961.292626029504,54
4141.232535455093,9313.593212861962,59
4057.4610969997025,9854.91194288205,59
4059.573943105765,9931.694119470734,87
3739.277802050168,9360.15959026707,76
3296.7740027307095,9471.343438170128,70
3783.3034675704885,8748.206190758758,57
3406.8203327175693,9328.628463695857,50
4232.961055182501,9952.334645859055,77
3671.8724977225556,9794.745572152446,98
3332.6525900773695,9757.475924789767,88
3584.708267647128,9532.029907689643,63
3951.8669156114374,9510.674643413251,70
3463.5389120716377,9176.982494362439,79
3334.290990690409,9856.55727420043,70
3867.2447942195813,9717.629536293856,98
3867.8844740279865,9753.152488095562,58
3491.9296007880603,9244.125642765372,66
3509.8820356644637,8430.47160416354,54
3861.426157152443,10055.71941997601,80
3021.359017724963,9267.72433609496,89
3041.6693012853475,9075.755182077603,87
3386.179077847407,9853.882520056159,92
3638.6776126177015,9311.136744139598,68
3900.854971272627,10037.111256122473,85
4483.079296948401,9815.646038887511,99
4174.231000074635,9848.927725699401,82
3665.4319234919117,8824.165208498895,62
3735.893084522281,10113.115056792361,63
3244.136506154721,9637.76832971609,82
3736.14462047743,9322.504494476061,78
3601.071869013556,9578.837297770287,92
3906.76046864267,8619.025447650001,98
3331.7857166974636,9711.469469839498,85
4005.0744455942113,8992.457310008127,93
4511.770644974914,8830.807921177395,59
3691.0211142451963,8745.963470990217,80
3946.2570495230957,10063.487251594124,55
4090.4731843291815,9192.511367252768,50
3544.790952530707,10274.006919057412,56
3857.4474293788335,9239.242332573012,76
3751.6973888645225,8653.464085302689,70
3794.239237748041,8948.880844124833,77
3358.896296545892,10125.048874102631,65
3757.6562756030967,9429.19397513083,95
3994.40033409635,9232.999415853861,72
4470.972992371146,9587.152177025557,69
4225.036601516229,9758.034432182934,87
4821.992417229403,10065.842472050392,74
3361.7274070296003,10231.392679045624,77
4181.561506833964,9327.25874120462,54
3837.072191342801,8844.119221058143,70
4840.302655082462,9300.410483537524,67
3341.2520457960495,9637.283317390606,96
3325.540267383237,9025.263600993856,55
3445.704865751614,9028.56760665164,78
2683.4533263187213,9679.037004874104,68
3482.5236776332445,9482.816888313937,82
3365.834857696776,9523.541561804956,50
3820.598081711729,9127.895396749127,94
3916.279176362205,9391.942706996279,52
4683.486608081568,9045.02649196501,91
4220.61310756665,9952.242269661556,70
3456.9493606424235,10024.76773146104,84
3296.193852799446,8584.049132980115,90
3991.3607742268778,9042.387634002956,89
3085.284584963304,8758.878436554123,52
4661.130571400802,9182.131096895713,74
4335.121248834269,9465.424079203982,94
3510.813362421273,8782.320454249897,87
2888.8339239281863,9046.213157536506,94
4422.337375556332,9005.164378058413,69
3688.131265847316,9610.776728798633,93
4364.309344460356,9541.815232617288,94
2948.1873590764417,9146.274287430535,83
3445.7136769967387,9595.55350016886,70
3748.0230383327166,9233.80302180553,97
3768.8914853559963,9371.315508936135,72
3520.3684527340033,10343.869109248431,55
4056.8261546473746,10177.373589994337,62
3211.5909737823276,8857.352445635363,98
3674.2114459629784,9922.00927303875,72
3805.5490043295745,9912.841341344958,58
4002.6206055029998,8933.011419722852,66
4101.20862751807,9916.531885976592,51
3183.0801425546906,10276.109023305438,68
2978.3441031058137,8945.870660976954,68
4384.23959942288,9048.39165359203,56
3911.558194463421,10015.973797520914,91
3371.157920195348,9642.890719511986,91
4520.977176234886,9782.881201718923,69
3803.2385056200546,9677.437672299411,58
4335.049780505538,9702.491024563235,66
3779.1604291786794,8843.906999943621,76
4775.775150914618,10030.801917409886,96
4623.071609695227,10091.938060313048,51
3620.9191142340883,9392.447692065149,85
4231.1866639508025,9485.40458919223,68
4068.0891632661987,8741.589312821301,66
4429.7169672397995,9764.27044210808,54
3262.9394581835727,9793.171784956234,88
4088.4269184728446,9476.047555599507,67
4274.613431898419,10069.319744034414,56
2866.031445262068,9340.104448609192,66
3153.7719321407376,9789.446027045962,88
2725.785099593575,8997.310894753104,85
3610.6977712513462,9495.366988662043,89
4104.172316371606,9419.965935147744,94
4496.579714521639,9619.797025119633,53
3782.4485786835126,9322.379599682483,87
4559.708961259271,9441.406766263328,74
3055.350459366179,9920.166649819916,54
2893.7099687960476,9288.760945480053,79
3717.627339025316,8703.854513729822,61
3937.4339129432788,10381.935016201873,53
3729.0538144265784,10197.870103444406,73
2711.6801384536866,8861.011716546353,78
3700.841168717231,9851.99696672176,58
3093.1664382211984,9255.65567882349,53
4080.237462888644,9638.886671764692,73
3928.700311522049,9654.25512860591,63
3275.4612953099477,9389.939163941,54
3488.4677298052784,9115.260231305963,67
3215.7944275291493,9161.872537941032,91
3714.0616398370394,9049.047106358541,68
4222.9723487242445,9091.23195998394,61
3252.538165305853,9473.553919074484,67
3997.4244462325473,9149.263069543786,66
3480.272379287405,9848.169096955473,79
3348.964772342453,10250.766141767126,73
3691.886008496346,9217.116443414141,60
3227.780027263938,9626.84531436685,84
3468.576535800034,9756.985619250629,72
3146.462242179201,9743.1441995588,66
4727.76375493182,9545.120698057206,50
3763.0329644594894,9878.484273279024,64
3395.5384344773324,9748.26754043949,81
3852.3911438407363,8888.311852935512,58
3689.23716362821,9941.721096293799,64
3634.9163887070135,9950.788482732532,77
4052.484538495338,9125.500012009872,73
4124.155043497278,9526.111981822964,84
3480.1506146683614,9848.807560504696,71
3457.492068151285,9402.486154309481,76
3607.8753398978033,10043.632087982169,68
2594.4406061058326,10689.079311408843,94
2987.805657374349,9114.150047781672,61
4428.8383221958875,8816.620762522274,69
4567.885045224267,9659.0523619016,50
3620.883168695436,9867.924316662235,70
4033.6796700015084,9391.709877176778,98
3901.026265745393,10233.77339575968,94
5284.841592701244,8837.840164237537,50
4305.188644190914,9853.602375614968,59
3681.442392733242,9204.212653719715,96
3267.6309681734124,10366.83201720281,81
2942.178028344839,10503.40074068322,88
3847.1330064072367,9123.814770207488,71
3367.2258158314735,9232.364496144872,67
3034.274333674788,9936.937007589064,97
3422.1147463523616,9313.577739204406,95
3204.6271866664274,9484.437455133044,81
4588.972006009907,9519.837274370368,76
4186.22106694835,8547.306486000334,77
3741.4148678153165,9500.224191052044,67
4485.373257918638,9162.279177067076,88
3784.085342297434,9260.581652899276,98
3314.7590878094934,10228.95906583357,78
4506.963227108454,8878.889616959534,67
4014.8562103159543,9913.745657473151,93
3226.778111310397,9367.661598933259,57
3650.231849431821,9367.262979851244,80
3307.5920617812467,9902.329012125017,83
3054.001322991457,9677.168711383607,56
4208.489962239446,9792.449562708927,85
4700.109508708691,9991.235394365593,67
3046.1174015640545,9341.488872507502,87
4026.8858068189106,9201.024696845287,58
3420.0799039127114,8964.567800820263,58
3501.838496591277,9094.437799109684,95
3449.2042263541907,10981.690276753525,57
3313.405803633717,10129.482854467555,84
3769.6620024460385,8831.605880995152,67
3329.926130268106,8845.914085727378,54
3880.6296013635447,9748.076094958407,63
3720.282133749057,9780.775462788146,77
3625.9271650404203,9781.584981757844,79
3291.619357452826,9379.665167322313,53
3457.0155231894587,9444.415934097711,88
4123.096801386503,9671.082826178841,69
3995.8597822858155,9550.089567245826,74
3256.6235660743496,8397.492877725395,77
3795.067341188238,9392.243248811565,61
4121.094750159519,9081.439846969006,51
2910.6985479129394,9594.748773553418,92
4017.0812846635927,10999.772565400866,63
3414.0893090007016,9690.883896836314,71
4030.7005227702048,9350.378221012963,80
3363.771610202367,9968.043815087789,72
2842.960138141366,9748.487007703769,97
2931.629969532044,9717.190309325082,69
3769.443661804316,9810.568360706997,87
3875.262439334366,10535.414846513933,53
3293.242875921421,8941.698846436204,64
4064.6974178623122,9743.959102504889,73
2914.641157339145,9043.952499108393,74
3712.361289149967,9784.899387270287,50
3139.893088592397,9047.799808356114,56
3419.4831345725456,9298.45965729662,80
3769.100524131832,9359.59810698021,61
3315.1945058316487,9995.051423771516,91
3553.1234163587123,9966.370286070369,54
4248.547593080845,8884.28437587597,93
3456.9552537120508,9534.610119599087,99
4163.247244506196,9152.353136724576,91
3180.547761144816,8877.890608761494,87
4010.3032774312665,9398.634538886978,61
4466.185498802575,9352.901669871253,88
2509.5789384099808,10720.501307271923,67
3346.953560738387,9723.62297677951,51
4033.9372520638954,8818.334313722044,59
3643.878495452129,9224.75606201369,64
3930.9741251592795,10017.83471181386,79
3443.408595115715,10551.364450534125,93
3788.696082210075,8714.151407980184,66
3667.5625707775853,8567.18087152964,53
4329.292219303528,10442.625651785052,56
3872.6116101242314,9701.950152784613,90
3914.202519511226,9072.99669816098,80
3539.462705412391,9774.45760716038,88
3501.5980764373785,8189.269194590723,83
3529.1220945638147,9508.830817397742,55
3942.6272596627737,9671.053650520706,99
3534.9089480634934,9969.278133868076,87
3890.2886169218314,9000.195087952894,94
4783.101587796345,9549.986644800842,83
4180.963540189471,9044.430751069369,93
3582.3894223897046,9634.83494193632,64
4346.008149555598,9059.46990291765,63
3541.3635019628496,9303.092644519053,55
2726.3389208846984,9009.235366704048,99
3241.358033014923,9832.71118501099,86
2810.005227960697,9936.368622427495,99
3569.644446452971,9389.832779120456,81
3754.610378068401,9526.262061579177,52
4583.619844611267,8782.84735678239,52
3908.8648753557063,9357.30474009577,71
3635.850924069193,9482.04075557829,71
4160.1039790653695,10817.53960961415,59
2639.8335339696823,8951.15955121208,52
3863.208467527908,10239.23168347538,61
4130.833785417109,10005.572450832065,78
3006.108065583704,9647.46126634423,97
4317.278210077089,10386.453306196729,66
3914.649392220832,9693.195800402593,56
3537.7572315232246,9701.722661933127,62
4061.7921215267675,9480.58273759039,51
4880.747617375823,10118.927505308477,53
3836.3343160028726,10055.377681004604,59
3869.5114816237933,9194.304420351056,88
3515.7207387035032,8847.519466799778,73
3320.479003741229,9405.652745401334,66
4160.569096745748,9107.123781900338,55
3317.3592755191917,9475.380776791484,68
3781.1843070833215,10125.862131441232,54
3506.572465091067,9278.492236555767,81
3984.891101346821,9485.731373443374,59
3912.2322411170994,9536.154431503359,58
4264.171160602575,9931.358505201804,76
3490.3929890462514,8383.698397106858,62
3610.4637208269396,9203.792916716513,68
3256.0193305824714,9612.7849102389,70
3523.2545584355694,10107.182542312592,73
3934.0514349960513,9261.191840346059,87
4123.895496796301,8568.866711078224,53
3284.3185263848122,9816.99878708223,73
4180.204148526455,9189.461869686347,84
4423.220117876101,8912.30973455398,52
3952.1186400854754,9194.97036924255,53
4683.799094752658,9414.880385271237,86
3358.5065889218386,9204.770731830056,89
3123.0738368179163,8404.360035549627,97
2856.041064021486,9955.676162542728,84
4493.423344218217,10144.580584738524,80
4072.584016650654,9832.904059768915,93
3717.6088530183974,8938.300228886754,74
3885.385501633535,9406.397297125402,89
3182.656664824437,9503.882406484434,62
4968.277178282038,9806.540258880117,53
3810.011779461239,9841.313308458202,95
3800.0985857760716,9140.056164709915,63
4108.284500422971,9548.140842305942,62
3985.905804341982,9735.783266406783,76
3857.3432006131907,10235.054225172546,55
3350.163960750969,9859.396334011524,66
3981.135367041623,9901.671407786922,85
4686.413436711142,9549.056378063842,89
4418.111211551114,10212.372636700915,98
4541.994501793323,9712.02446207891,84
3489.7933502580327,9076.599109012377,66
3250.5987783443347,10208.828049161757,90
3682.507728423801,9856.094700368676,51
3773.263644617972,9285.62105353492,62
4292.496947709099,9267.39658039954,51
2899.1688736162155,9655.430836669542,77
4510.176348203932,9738.735461732955,92
3666.3972391841303,9605.789196914766,75
3531.960653499915,9662.797400820604,71
3239.3490008435415,10357.121751387353,96
2917.9728525407404,10042.914640216604,92
4156.986480454582,9602.460859731675,52
3782.060172067827,9977.798354482904,84
3100.420738603098,8990.881112335392,61
3097.861802441817,9706.106589072566,73
3577.508838828561,10411.796238965717,54
4579.911951118322,9398.120116402975,69
3615.6055127918225,9083.32609978962,88
2993.829711914572,9181.098619802631,88
3622.5296564306527,8962.326545427968,62
3609.0394035997897,9114.76211003531,90
2396.9578670028395,9321.889014804148,94
3718.253755214719,8804.359554509841,61
3629.9339233692863,9514.952231073963,62
4093.504370880334,9958.281650992485,59
4669.879235946298,9053.264974025702,82
4308.683703247504,10266.785025920046,89
3610.95684319621,9762.53910836296,65
3192.13823410279,10022.433356911191,94
5032.081090098555,9178.225787173094,84
3775.0104054808694,9934.40567763247,52
3752.3658344300984,8961.176113901505,54
3733.3386449186237,9952.266814517416,75
3844.4435688575527,9593.062733995928,60
3673.220982511654,9783.768674091554,56
3458.570185033507,8919.345761286737,59
3471.9717178534293,9059.60814296086,91
3729.0245533656257,9805.757173225855,83
3473.6888029067427,9032.969061987062,52
3388.978297135043,9738.746210148724,57
3798.6163023195736,8823.574160869039,80
3617.9125797631973,9931.230170432496,60
4497.397682764969,8890.881406714907,94
2419.9162842771193,9783.293032938924,56
4291.154614434856,9819.958530922162,94
4368.44378472244,9158.757154884375,51
2708.7060722695505,9798.156347641525,55
3574.057391433451,9637.36419576594,90
3559.6807554757293,9237.722136002792,81
3041.6453411147145,9002.865722061058,69
3356.4928446781873,8525.830218262872,83
3190.1132657407106,9681.968087749008,99
4621.536410185437,8724.741678418135,65
4213.240385047356,9554.815163819816,74
4381.178735970704,9375.418956058038,61
4106.237220495243,9846.71445181826,56
3180.8753028650103,9356.12031435423,88
3483.141055333738,9342.419170925616,66
3990.088469087584,9873.07841624331,94
3134.3372840276525,9674.67207864122,60
4101.900403559819,9665.221042690551,55
3625.2384893945577,9741.776859003425,72
3557.9907846988262,8739.35700249561,76
4100.881172575371,9885.537404092653,95
3967.532844216645,9813.377461105963,55
3564.918105564085,8998.801499810914,87
4325.066090155749,9385.10282726206,51
3204.8695246736766,9487.489420285347,71
4053.368991945757,9439.894671898295,69
4041.951817457817,9674.07304738343,74
3590.62796881663,10222.826455014754,64
3908.4676995946843,10048.026427935576,98
3119.844400280974,8851.033467383459,78
4207.414698077076,9818.178059252186,57
3652.9501202521305,10171.609723866866,86
3484.039678214105,9700.547324443764,98
4269.905801392069,10052.633276692146,82
3393.229343202245,10513.278286949544,71
3041.170540291845,10018.997837152652,99
2967.086601711673,9631.797361920026,96
4048.406164146445,10029.68730114154,54
3105.1865122254835,9579.586980647608,88
4622.798279465807,9519.09458574164,67
2704.436484531764,9331.435946242296,87
4593.629372618644,10288.849743515217,86
3850.9099220749345,9097.928731128162,79
3697.0446325384287,10273.32692643822,80
3472.94164506915,9757.075125969348,59
3944.9692456496605,8807.48997669819,64
3726.583837261201,9690.967710594872,91
4297.0521294818855,8457.12981027335,97
3802.515012804645,9819.89707251468,93
3820.552069204564,9949.758805593658,67
3563.595082366697,9210.965086273136,72
3716.9283766130916,9568.916912076953,82
3899.3020729196546,10484.221780974305,65
2890.3169921453123,9254.269711968194,87
3071.3084774207687,8977.689270570861,84
4117.0332354849825,10247.974765330462,83
3830.833907537596,10488.43665936456,77
3653.4095202972853,9508.990900023085,51
3754.6181550063216,10012.87458180334,79
3919.1920411544606,10177.881021864603,62
3475.5213483189445,9135.90094782997,90
3356.248825772469,9264.490146415228,65
3843.323816022466,10122.58032067653,54
3256.2147996661092,10349.650203453417,77
3949.527566330861,9788.58349418634,88
2894.109386354705,9067.235887348135,94
4259.979007136447,10500.673619948882,69
3981.6999296801464,9241.65761519318,73
3873.416055630563,9339.574173513436,76
4236.746680446382,9678.311981343973,79
4578.138410704913,10284.22327445655,94
4252.58622098269,9934.131052375275,76
2824.9640728078025,9714.575814280117,75
3105.6127051057742,9738.787329158215,56
3432.9918996257857,9528.900398420896,91
3758.446713579042,9786.212821358415,96
4004.2306987081865,8242.36302525201,87
3382.5292818968924,9358.839334564263,54
3838.784570712164,9627.804031557553,72
3367.7097222969637,8931.636022289409,77
3439.642286977651,9700.304723004941,83
3042.0706400495137,9404.907453606102,64
3283.784565418173,10384.880913256908,81
3069.5588856654585,10293.65292670659,75
3257.464561984959,9274.240279540081,97
4272.222086777545,9431.724208315814,80
3270.7017440576537,9470.169281294966,68
5061.59222089232,9281.31332601935,58
3992.0601389140697,9604.655556113226,78
3837.819250321062,9128.002029655367,88
3316.2222983830184,8941.835396630398,53
4095.5561281781206,9818.498676049296,52
3457.582275354738,9821.907856210068,78
3806.4060957963056,9104.985184269166,60
5025.443457608022,9954.820779480462,82
3697.3712386113,9191.354199516496,87
4320.037851616463,9633.725683118153,60
3393.8129759106814,9917.31507040539,76
